CustomerID,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status
15311,16753,1/2/2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,Clicked
15311,16754,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used
15311,16755,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
15311,16756,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
15311,16758,1/2/2019,GGOEGDHB071999,Google 40 oz Insulated Monster Bottle,Drinkware,1,28.05,6.5,Used
15311,16759,1/2/2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used
15311,16760,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used
15311,16761,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
15311,16762,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
15311,16763,1/2/2019,GGOEGDWC020199,Engraved Ceramic Google Mug,Drinkware,1,9.27,20,Clicked
15311,16763,1/2/2019,GGOEGOBG023599,Colored Pencil Set,Office,1,3.08,20,Used
15311,16763,1/2/2019,GGOEGOCC017599,Recycled Paper Journal Set,Office,1,4.12,20,Used
15311,16763,1/2/2019,GGOEGOCR017899,Recycled Paper Journal Set,Office,1,4.12,20,Used
15311,16764,1/2/2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked
15311,16767,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
15311,16768,1/2/2019,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,6,2.05,6.5,Not Used
15311,16768,1/2/2019,GGOEGFKQ020799,Google Doodle Decal,Office,4,3.61,6.5,Clicked
15311,16768,1/2/2019,GGOEGOAQ018099,Pen Pencil & Highlighter Set,Office,57,3.97,6.5,Clicked
15311,16769,1/2/2019,GGOEGPJC019099,7&quot; Dog Frisbee,Lifestyle,6,1.24,6.5,Clicked
15311,16769,1/2/2019,GGOEGPJC203399,Crunch Noise Dog Toy,Lifestyle,1,4.12,6.5,Clicked
15311,16769,1/2/2019,GGOEGPXC023299,Google Collapsible Pet Bowl,Lifestyle,1,4.12,6.5,Clicked
15311,16770,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked
15311,16772,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,Used
15311,16774,1/2/2019,GGOEGAEC033114,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1,20.62,6.5,Clicked
15311,16774,1/2/2019,GGOEGALJ036417,Google Women's Tee Grey,Apparel,1,19.8,6.5,Used
15311,16774,1/2/2019,GGOEGAWR061050,Google Onesie Red/Graphite,Apparel,1,19.8,6.5,Clicked
15311,16774,1/2/2019,GGOEGAXC065655,Google Toddler Hoodie Royal Blue,Apparel,1,31.35,6.5,Used
14527,16774,1/2/2019,GGOEGAXJ065728,Google Toddler 1/4 Zip Fleece Pewter,Apparel,1,31.35,6.5,Clicked
16098,16774,1/2/2019,GGOEGAXJ065755,Google Toddler 1/4 Zip Fleece Pewter,Apparel,1,31.35,6.5,Clicked
16098,16774,1/2/2019,GGOEGAXL065928,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1,19.8,6.5,Not Used
16098,16774,1/2/2019,GGOEGAXL065955,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1,19.8,6.5,Clicked
16098,16774,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used
16098,16774,1/2/2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used
16098,16776,1/2/2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Clicked
16098,16777,1/2/2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,Not Used
16098,16777,1/2/2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Used
16098,16778,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
16098,16779,1/2/2019,GGOEAAWC062450,Android Infant Short Sleeve Tee Aqua,Apparel,1,14.02,6.5,Not Used
16098,16779,1/2/2019,GGOEGAAJ080614,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,16.5,6.5,Not Used
16098,16779,1/2/2019,GGOEGALQ034214,Google Women's Vintage Hero Tee White,Apparel,1,15.67,6.5,Clicked
15311,16779,1/2/2019,GGOEGDHQ015399,26 oz Double Wall Insulated Bottle,Drinkware,1,20.62,6.5,Clicked
18074,16779,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
18074,16781,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
18074,16782,1/2/2019,GGOEGOBC078699,Google Luggage Tag,Fun,1,7.42,6.5,Used
18074,16783,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
18074,16784,1/2/2019,GGOEAAAB034914,Android BTTF Moonshot Graphic Tee,Apparel,1,20.62,6.5,Clicked
18074,16784,1/2/2019,GGOEAAAJ032414,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,1,19.59,6.5,Clicked
18074,16785,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked
18074,16787,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
18074,16788,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
18074,16789,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
18074,16790,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
18074,16791,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked
18074,16792,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
17420,16793,1/2/2019,GGOEGAAJ080615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,20.62,6.5,Clicked
17420,16793,1/2/2019,GGOEGAAR010715,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1,17.53,6.5,Not Used
17420,16794,1/2/2019,GGOEGAWC062849,Google Infant Zip Hood Royal Blue,Apparel,1,31.35,6.5,Not Used
17420,16795,1/2/2019,GGOEGHPB071610,Google Twill Cap,Apparel,1,11.34,6.5,Clicked
17420,16795,1/2/2019,GGOEWFKA083299,Waze Mood Ninja Window Decal,Waze,1,2.05,6.5,Clicked
17420,16796,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
17420,16797,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked
16029,16798,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used
16029,16798,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
16029,16799,1/2/2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used
16029,16800,1/2/2019,GGOEAOBH078799,Android Luggage Tag,Fun,2,7.42,6.5,Not Used
16029,16801,1/2/2019,GGOEGFSR022099,Google Kick Ball,Lifestyle,5,1.64,6.5,Clicked
16029,16801,1/2/2019,GGOEYHPB072210,YouTube Twill Cap,Apparel,1,9.07,6.5,Clicked
16029,16802,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
16029,16802,1/2/2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,81.5,6.5,Used
16250,16803,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used
16250,16803,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4,153.71,6.5,Clicked
16250,16804,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used
16250,16804,1/2/2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Not Used
16250,16805,1/2/2019,GGOEYAQB073215,YouTube Women's Fleece Hoodie Black,Apparel,1,46.21,6.5,Clicked
16250,16806,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
16250,16808,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
16250,16809,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
16250,16811,1/2/2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked
16250,16812,1/2/2019,GGOEGBMB073799,Google Zipper-front Sports Bag,Bags,1,16.5,17.96,Clicked
16250,16812,1/2/2019,GGOEGDHG082499,Google 25 oz Clear Stainless Steel Bottle,Google,1,11.54,17.96,Clicked
16250,16812,1/2/2019,GGOEGFSR022099,Google Kick Ball,Lifestyle,1,1.64,17.96,Used
16250,16812,1/2/2019,GGOEGHGH019699,Google Sunglasses,Lifestyle,1,2.89,17.96,Used
16250,16812,1/2/2019,GGOEGHGT019599,Google Sunglasses,Lifestyle,1,2.89,17.96,Used
12431,16813,1/2/2019,GGOEYAFB073114,YouTube Men's Fleece Hoodie Black,Apparel,1,46.21,6.5,Used
12431,16814,1/2/2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Clicked
12431,16815,1/2/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked
12431,16816,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used
12431,16817,1/2/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
12431,16817,1/2/2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,Used
12431,16818,1/2/2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
12431,16819,1/3/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
12431,16819,1/3/2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Clicked
12431,16820,1/3/2019,GGOEGADJ059714,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1,61.89,6.5,Clicked
12431,16820,1/3/2019,GGOEYAEJ033516,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1,28.88,6.5,Clicked
12431,16822,1/3/2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,102.13,6.5,Clicked
12431,16823,1/3/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4,153.71,6.5,Clicked
12431,16825,1/3/2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
17511,16826,1/3/2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
17511,16829,1/3/2019,GGOEADWQ015699,Android Rise 14 oz Mug,Drinkware,1,10.72,6.5,Clicked
